symbol,datetime_utc,funding_rate,mark_price,open_interest,open_interest_value
XRPUSDT,2026-03-28 00:00:00,-0.0001437,1.325,254702325.9,337455111.58491
XRPUSDT,2026-03-28 08:00:00,-3.716e-05,1.3403,254331065.5,340854493.9831
XRPUSDT,2026-03-28 16:00:00,-2.087e-05,1.3526,254755619.3,344582450.66518
XRPUSDT,2026-03-29 00:00:00,-1.468e-05,1.3327,252694580.9,336752131.85929334
XRPUSDT,2026-03-29 08:00:00,-4.356e-05,1.3334,253276489.7,337710571.49541247
XRPUSDT,2026-03-29 16:00:00,-7.969e-05,1.3249,255441370.2,338434271.37798
XRPUSDT,2026-03-30 00:00:00,-0.00014246,1.3269,260263316.1,345343394.13309
XRPUSDT,2026-03-30 08:00:00,5.188e-05,1.3577,259671405.5,352555867.24735
XRPUSDT,2026-03-30 16:00:00,5.111e-05,1.34486059,261567328.1,351760411.8056866
XRPUSDT,2026-03-31 00:00:00,-7.915e-05,1.3235,264611668.6,350213543.3921
XRPUSDT,2026-03-31 08:00:00,-0.00011484,1.3187,271542560.5,358056020.2753
XRPUSDT,2026-03-31 16:00:00,-5.62e-06,1.3146,264213351.9,347308451.07255
XRPUSDT,2026-04-01 00:00:00,5.545e-05,1.3404,262881607.8,352366507.09512
XRPUSDT,2026-04-01 08:00:00,4.44e-05,1.3561,261738941.8,354944178.97498
XRPUSDT,2026-04-01 16:00:00,9.84e-05,1.3568402,256230011.4,347666416.09902227
XRPUSDT,2026-04-02 00:00:00,5.733e-05,1.34712341,253193801.9,341083224.38019
XRPUSDT,2026-04-02 08:00:00,-0.00011367,1.31672484,250495403.8,329852347.72384
XRPUSDT,2026-04-02 16:00:00,-0.00028988,1.299,275349490.1,357668631.74557734
XRPUSDT,2026-04-03 00:00:00,-4.73e-05,1.31921497,268927063.6,354794910.26064646
XRPUSDT,2026-04-03 08:00:00,3.834e-05,1.3181198,267676627.6,352824562.83956
XRPUSDT,2026-04-03 16:00:00,1.667e-05,1.31798768,263878603.4,347791920.117619
XRPUSDT,2026-04-04 00:00:00,3.096e-05,1.3177,261559117.0,344656825.1160285
XRPUSDT,2026-04-04 08:00:00,-2.703e-05,1.31528673,260963398.5,343230463.1980805
XRPUSDT,2026-04-04 16:00:00,-0.00013852,1.312,262282598.0,344096938.604988
XRPUSDT,2026-04-05 00:00:00,-0.00011222,1.3146,264827272.6,348141932.55996
XRPUSDT,2026-04-05 08:00:00,-0.00013713,1.29693546,273601719.7,354841528.661809
XRPUSDT,2026-04-05 16:00:00,-0.00015618,1.29588647,290426209.1,376334281.75178
XRPUSDT,2026-04-06 00:00:00,-4.9e-06,1.3259,285857918.8,379019014.53692
XRPUSDT,2026-04-06 08:00:00,9.899e-05,1.3437,283448105.5,380869219.36035
XRPUSDT,2026-04-06 16:00:00,5.513e-05,1.3498,275532524.3,371913801.30014
XRPUSDT,2026-04-07 00:00:00,2.731e-05,1.32025984,264335271.3,348991242.9928946
XRPUSDT,2026-04-07 08:00:00,-2.276e-05,1.31197631,263379311.4,345545612.95262986
XRPUSDT,2026-04-07 16:00:00,-8.267e-05,1.2968,268704452.8,348433497.5692312
XRPUSDT,2026-04-08 00:00:00,7.749e-05,1.3782,278004873.0,383150816.86749387
XRPUSDT,2026-04-08 08:00:00,0.0001,1.3794,282127249.6,389166328.09824
XRPUSDT,2026-04-08 16:00:00,7.67e-05,1.3544,269922806.7,365529464.83314
XRPUSDT,2026-04-09 00:00:00,3.335e-05,1.34198348,270884889.7,363573247.34678143
XRPUSDT,2026-04-09 08:00:00,-6.979e-05,1.33113464,270848087.8,360525938.42323583
XRPUSDT,2026-04-09 16:00:00,-7.182e-05,1.3516,265697948.9,359143917.52813
XRPUSDT,2026-04-10 00:00:00,6.357e-05,1.34306486,264925933.1,355822020.74661
XRPUSDT,2026-04-10 08:00:00,3.36e-05,1.3365,266011140.4,355497288.03056
XRPUSDT,2026-04-10 16:00:00,2.35e-06,1.34730747,267269119.1,360093680.6637497
XRPUSDT,2026-04-11 00:00:00,8.244e-05,1.35526766,269334475.1,365020303.8261053
XRPUSDT,2026-04-11 08:00:00,-2.237e-05,1.3457,269229310.9,362328806.60922
XRPUSDT,2026-04-11 16:00:00,-7.897e-05,1.34514122,270254890.0,363546878.028
XRPUSDT,2026-04-12 00:00:00,7.4e-05,1.3539,270298098.1,365957822.17095536
XRPUSDT,2026-04-12 08:00:00,-0.00011753,1.32872964,266132938.3,353623082.55703056
XRPUSDT,2026-04-12 16:00:00,-0.0001065,1.3231,269954944.2,357172368.20860726
XRPUSDT,2026-04-13 00:00:00,-7.301e-05,1.3239,270511942.4,358130760.54336
XRPUSDT,2026-04-13 08:00:00,2.82e-05,1.3248,274633028.0,363861298.7972
XRPUSDT,2026-04-13 16:00:00,6.98e-05,1.3339,276193517.4,368414532.85986
XRPUSDT,2026-04-14 00:00:00,0.0001,1.3753,282875126.3,388991113.40938383
XRPUSDT,2026-04-14 08:00:00,9.735e-05,1.3678,278108373.2,380396632.86296
XRPUSDT,2026-04-14 16:00:00,2.645e-05,1.3738477,271595106.3,373099993.9597942
XRPUSDT,2026-04-15 00:00:00,4.03e-06,1.36095686,266713280.4,362972882.4487417
XRPUSDT,2026-04-15 08:00:00,-1.847e-05,1.3514,266078893.1,359552408.24603
XRPUSDT,2026-04-15 16:00:00,7.012e-05,1.3728,276852082.4,380034853.51048
XRPUSDT,2026-04-16 00:00:00,0.0001,1.3916,290910126.4,404830531.89824
XRPUSDT,2026-04-16 08:00:00,4.5e-07,1.40525104,292637233.6,411243104.37808
